,favourites_count,followers_count,friends_count,listed_count,retweet_count,statuses_count,text_length
2162,952,179,218,3,0,1894,140
2163,198884,885,745,87,28,193595,140
2164,688,179,393,5,0,2073,116
2165,3115,252,615,11,2,10154,129
2166,118,74,56,3,0,2693,135
2167,126586,12066,899,339,0,88516,116
2168,63941,407,255,30,395,86154,137
2169,34,29,49,2,0,350,140
2170,704,289,785,6,3,1928,140
2171,17606,96,243,14,298,61443,140
2172,688,179,393,5,0,2073,105
2173,313,92,528,3,0,4032,138
2174,879,437,251,28,906,4057,139
2175,5568,3027,2782,289,0,181531,95
2176,5568,3027,2782,289,0,181531,89
2177,12353,1547,1260,27,0,65026,144
2178,29369,1009,1362,50,5,29018,100
2179,6793,846,397,8,6,30714,123
2180,9656,999,708,21,1,15233,140
2181,1069,143,530,11,60,5401,126
2182,718,66,4,2,270,739,140
2183,27159,219,1732,9,12,16657,114
2184,718,66,4,2,109,739,140
2185,5568,3027,2782,289,0,181531,93
2186,5568,3027,2782,289,0,181531,89
2187,537,190,178,7,1463,13866,140
2188,13782,914,187,21,0,45341,89
2189,0,503,747,20,6,58833,140
2190,11947,807,2302,56,2,112399,140
2191,311,64,84,1,1463,415,140
2192,7752,2144,435,203,395,14987,137
2193,46,16,41,1,0,5152,139
2194,14619,18,472,7,2,14909,140
2195,34420,1634,4034,33,0,22346,140
2196,5675,532,530,5,4,6962,88
2197,570,75,97,1,0,3548,135
2198,2091,123,286,4,42,4101,140
2199,685,24,59,0,0,1258,114
2200,39790,1144,1819,64,146,39657,140
2201,201,52,84,2,0,703,133
2202,688,179,393,5,0,2073,129
2203,718,66,4,2,89,739,140
2204,198884,885,745,87,395,193595,137
2205,467,196,341,7,42,8148,140
2206,9697,40,485,0,175,2008,140
2207,57302,505,1137,49,395,61171,137
2208,18964,34164,854,1861,906,42552,139
2209,3376,1351,717,101,2,529125,140
2210,7220,878,434,116,7,65136,98
2211,7,2,4,0,0,196,117
2212,13,3604,0,84,395,2203,137
2213,760,13,830,0,12,1155,138
2214,17247,1647,2323,285,0,285259,126
2215,490875,2384,981,33,395,127122,137
2216,7785,63,537,2,27,5784,140
2217,718,66,4,2,272,739,140
2218,14923,457,266,35,42,20543,140
2219,5190,316,695,4,17,6023,115
2220,6030,442,185,16,12,2639,138
2221,688,179,393,5,0,2073,122
2222,345,886,961,5,0,9240,134
2223,287,649,680,80,0,100655,66
2224,4796,207,421,11,395,58728,137
2225,22497,1234,1117,30,12,60512,138
2226,1155,126,291,4,0,2347,48
2227,5190,316,695,4,205,6023,140
2228,15693,502,339,11,0,22206,91
2229,15684,298,737,32,395,10675,137
2230,69435,1804,902,54,0,41033,138
2231,19471,412,1267,13,1,11980,140
2232,11958,185,387,13,54,4559,140
2233,5568,3027,2782,289,0,181531,93
2234,28847,5408,5716,189,0,152459,118
2235,404,13,29,0,1,786,129
2236,5190,316,695,4,351,6023,144
2237,9319,8650,9487,893,1,89504,140
2238,151,117,212,1,0,932,112
2239,200,90,167,1,0,851,107
2240,75469,694,950,54,395,91867,137
2241,258,444,844,1,0,3812,138
2242,28087,464,195,6,61,13510,140
2243,23127,527,1570,120,906,12200,139
2244,53114,683,607,49,395,183924,137
2245,314516,3845,1675,109,395,174372,137
2246,688,179,393,5,0,2073,132
2247,368717,1575,1104,284,0,358427,102
2248,1064,174,255,31,395,39106,137
2249,1060,71,224,2,205,3972,95
2250,0,1317,93,69,0,8132,97
2251,570,75,97,1,0,3548,108
2252,11958,185,387,13,35,4559,140
2253,6743,140,130,9,3,3007,118
2254,3462,3230,349,165,395,60063,137
2255,34797,739,1132,27,0,19363,138
2256,5190,316,695,4,10,6023,140
2257,1423,2630,1,211,6,37630,137
2258,688,179,393,5,0,2073,116
2259,17340,135,546,5,395,3692,137
2260,3221,144,604,3,26,7207,140
2261,2522,300,257,16,298,5585,140
2262,4838,202,532,4,0,5791,58
2263,2052,926,475,22,395,51563,137
2264,85718,7287,2528,199,0,167543,135
2265,16258,711,63,119,6,157735,140
2266,34420,1634,4034,33,0,22346,136
2267,5568,3027,2782,289,0,181531,94
2268,5807,164,67,6,31,21474,144
2269,103112,22423,868,249,1,90541,140
2270,5568,3027,2782,289,2,181531,97
2271,85,174,199,3,2,3630,85
2272,8295,5860,34,98,0,12709,63
2273,115,828,557,504,0,27500,87
2274,14923,457,266,35,8,20543,113
2275,23839,152,298,22,4,25371,140
2276,3762,57,43,4,205,4663,140
2277,2,71,19,13,1,6452,120
2278,760,13,830,0,1,1155,140
2279,9989,428,594,14,12,17556,114
2280,258,444,844,1,0,3812,96
2281,9075,912,1081,14,0,11937,137
2282,7,2,4,0,1,196,123
2283,688,179,393,5,0,2073,116
2284,513,15,47,1,0,514,124
2285,270088,4718,4707,254,0,236386,138
2286,7398,524,996,11,1,5938,138
2287,5568,3027,2782,289,0,181531,96
2288,25873,1452,1680,46,906,61360,139
2289,30525,1932,472,71,0,46419,138
2290,2,417,225,3,0,1761,87
2291,7785,63,537,2,277,5784,140
2292,5568,3027,2782,289,0,181531,92
2293,24,864,655,28,0,15998,87
2294,5190,316,695,4,10,6023,140
2295,76,313,298,15,0,3757,136
2296,46843,849,467,66,0,103238,138
2297,115980,8179,1837,393,395,203511,137
2298,7,6,193,0,0,81,126
2299,12353,1547,1260,27,3,65026,106
2300,5190,316,695,4,175,6023,140
2301,5568,3027,2782,289,0,181531,88
2302,2657,33,100,0,0,6685,55
2303,15693,502,339,11,0,22206,85
2304,930,956,1418,10,62,1659,140
2305,76,933,1753,7,0,2264,127
2306,688,179,393,5,0,2073,124
2307,2603,525,764,12,0,2996,133
2308,946,8716,627,883,36,36814,140
2309,523784,3995,2479,303,4,499699,107
2310,12399,573,502,37,0,23295,113
2311,1252,902,1383,3,7,1033,144
2312,53879,1837,1225,155,23,81612,140
2313,38999,3786,3622,39,12,106672,114
2314,28039,781,692,28,3,44316,140
2315,283,10672,231,861,906,74992,139
2316,252,26,22,3,338,5185,114
2317,5,109,199,6,0,2788,136
2318,688,179,393,5,0,2073,127
2319,5189,388,1026,9,0,5303,114
2320,2998,560,263,6,0,6480,77
2321,523784,3995,2479,303,2,499699,140
2322,8487,1142,872,21,0,19254,122
2323,64,55,171,1,0,45,140
2324,7053,564,946,8,0,21040,76
2325,1161,1097,1582,111,906,7842,139
2326,36424,272,1152,14,0,18883,134
2327,723,38,4,3,1,1429,111
2328,30239,2082,619,59,0,166175,108
2329,42533,2920,1359,55,1,87009,53
2330,270088,4718,4707,254,137,236386,140
2331,1167,313,1575,3,8,2089,115
2332,73961,1751,803,223,906,114609,139
2333,8456,460,399,4,1,10770,141
2334,62848,2435,1561,86,205,73629,140
2335,62848,2435,1561,86,351,73629,144
2336,27139,244,336,18,234,14703,140
2337,62848,2435,1561,86,60,73629,126
2338,946,63,52,16,0,1409,138
2339,2669,227,1055,0,275,2845,100
2340,81,515,1139,190,0,238379,87
2341,61,116,347,6,0,4226,86
2342,7,2,4,0,0,196,116
2343,97935,1399,404,13,60,41627,140
2344,0,88,19,112,0,78201,40
2345,930,956,1418,10,351,1659,144
2346,115136,237,444,12,249,58866,49
2347,688,179,393,5,0,2073,124
2348,54,313,334,1,0,5876,102
2349,688,179,393,5,0,2073,113
2350,95315,343,328,96,234,109135,140
2351,17481,396,630,18,0,36524,134
2352,67500,461,1941,17,0,46988,78
2353,5540,93281,3968,2373,419,658975,133
2354,115136,237,444,12,151,58866,130
2355,659,128,193,19,137,13249,140
2356,157604,12379,1387,234,1,210527,121
2357,92621,24033,2562,361,2,102227,104
2358,10999,1457,1683,69,0,239313,94
2359,7654,903,1526,4,0,9421,44
2360,29152,370,510,34,419,15719,133
2361,91280,1421,1859,66,3,122234,136
2362,15624,2108,2126,69,28,62360,140
2363,1638,364,382,16,3,4414,57
2364,4,33,57,2,0,390,74
2365,30525,1932,472,71,3,46419,134
2366,895,94606,312,1506,0,76222,82
2367,53149,2956,602,140,2,84867,140
2368,718,66,4,2,77,739,140
2369,2825,561,1128,8,13,4855,92
2370,7398,524,996,11,4,5938,80
2371,79038,824,1361,143,1,55106,95
2372,278,387,314,27,1463,8780,140
2373,523784,3995,2479,303,237,499699,140
2374,9338,894,404,35,1,43585,144
2375,91280,1421,1859,66,0,122234,121
2376,737489,2973,123,519,205,614332,95
2377,5226,533,980,7,0,5338,121
2378,66,43,417,2,0,538,138
2379,71468,2129,1987,133,247,87536,139
2380,12353,1547,1260,27,3,65026,133
2381,69,966,1043,4,0,601,126
2382,0,120,0,8,0,13825,64
2383,1632,214,550,12,35,14434,140
2384,5568,3027,2782,289,0,181531,96
2385,30944,287,905,38,419,31135,133
2386,62848,2435,1561,86,419,73629,133
2387,8580,182,688,17,298,18320,140
2388,109568,5803,198,133,20,133793,108
2389,4796,207,421,11,20,58728,108
2390,21943,275,180,14,4,15063,140
2391,2652,60,138,2,1,5975,104
2392,10864,800,842,47,0,13751,85
2393,621,112,71,1,3,1043,136
2394,6,490,746,16,1,3500,125
2395,71468,2129,1987,133,2,87536,104
2396,144,1463,478,68,1,76021,144
2397,9124,27266,1848,629,395,160159,137
2398,1,11712,2054,926,0,43717,136
2399,5568,3027,2782,289,0,181531,92
2400,364,62,163,5,0,4694,51
2401,19681,1645,904,62,0,52404,100
2402,2088,6145,4087,474,0,80370,90
2403,7979,900,361,53,906,4086,139
2404,51649,839,2461,21,395,58226,137
2405,6965,434,304,5,395,86413,137
2406,6509,2720,520,186,115,44428,144
2407,4613,247,542,7,237,12964,140
2408,65441,2851,3915,80,3,69825,114
2409,463,48,144,0,2,1116,75
2410,5568,3027,2782,289,0,181531,88
2411,2424,1119,1185,14,3,9065,140
2412,62848,2435,1561,86,102,73629,140
2413,12399,573,502,37,0,23295,116
2414,791,700,313,12,4,2287,80
2415,29152,370,510,34,91,15719,140
2416,91280,1421,1859,66,12,122234,138
2417,816,65,101,4,6,1728,140
2418,6289,438,404,40,31,18767,144
2419,169667,1094,1623,85,395,117466,137
2420,351,190,94,6,12,7820,138
2421,7398,524,996,11,0,5938,99
2422,91280,1421,1859,66,1,122234,72
2423,342,25,42,0,0,2678,126
2424,43,34,14,10,0,3808,51
2425,35678,440,945,7,61,6567,140
2426,74342,3171,2387,80,12,45804,140
2427,816,65,101,4,3,1728,140
2428,538,620,750,13,5,4161,134
2429,19681,1645,904,62,0,52404,72
2430,188,130,143,1,0,2620,128
2431,30239,2082,619,59,0,166175,102
2432,37823,2861,636,60,0,89378,62
2433,3742,94,277,4,0,5176,133
2434,3542,125,87,5,1,5164,140
2435,2973,368,408,10,395,21061,137
2436,2825,561,1128,8,4,4855,80
2437,816,65,101,4,1,1728,137
2438,57903,681,2371,17,0,61676,126
2439,25,4,32,0,1,92,125
2440,952,179,218,3,0,1894,54
2441,6737,1235,3461,38,7,13587,127
2442,28847,5408,5716,189,0,152459,98
2443,38762,2689,2601,165,0,105870,126
2444,519,94,310,3,0,814,75
2445,61,116,347,6,0,4226,119
2446,191700,1701,1202,141,3,174125,140
2447,5568,3027,2782,289,0,181531,92
2448,21,613,284,45,0,31747,125
2449,798,131,82,0,0,2321,91
2450,2998,560,263,6,0,6480,82
2451,16462,2519,2519,49,5,19968,140
2452,71468,2129,1987,133,3,87536,140
2453,30944,287,905,38,60,31135,126
2454,2825,561,1128,8,3,4855,140
2455,2905,1089,1624,34,0,10159,107
2456,200,90,167,1,1,851,134
2457,22583,658,797,25,9,13819,118
2458,4282,203,1154,2,395,8395,137
2459,7218,817,1087,59,4,34634,80
2460,6675,27,467,2,3,1798,116
2461,362,22377,635,505,54,33544,79
2462,8487,1142,872,21,1,19254,138
2463,7218,817,1087,59,12,34634,140
2464,1229,113,168,5,5,3669,133
2465,20493,719,360,24,1,48619,82
2466,16,98,187,1,0,178,131
2467,4838,202,532,4,12,5791,140
2468,61,116,347,6,0,4226,130
2469,20,80,0,2,0,2912,124
2470,816,65,101,4,3,1728,140
2471,1695,5662,5716,25,0,109431,122
2472,663,230,764,10,3,6591,140
2473,36111,1599,1198,73,198,57572,76
2474,252001,1613,1359,103,4,103816,140
2475,3,312,83,69,0,40574,87
2476,8182,409,792,33,395,13552,137
2477,54207,1239,497,45,198,108570,76
2478,3,15,35,1,0,540,134
2479,3110,290,1060,17,216,2044,140
2480,7654,903,1526,4,2,9421,111
2481,1161,1130,251,86,1463,31423,140
2482,2027,90,152,3,0,2503,108
2483,206,958,1105,8,109,6795,140
2484,0,197,742,8,338,9143,114
2485,2603,525,764,12,0,2996,143
2486,70036,515,496,49,205,42801,140
2487,2789,2404,623,29,86,4414,140
2488,25416,1602,310,43,395,104670,137
2489,23,65,106,1,0,1271,140
2490,30607,1731,1936,53,0,40032,105
2491,6737,1235,3461,38,9,13587,140
2492,15984,354,1547,19,395,54989,137
2493,69435,1804,902,54,0,41033,138
2494,54363,3809,499,165,1095,66228,140
2495,7746,694,1324,44,0,43132,109
2496,89615,1178,709,43,102,43113,140
2497,99,70,53,1,12,179,140
2498,37306,33102,1906,854,28,84555,135
2499,50431,2362,3016,78,1,116901,124
2500,54207,1239,497,45,12,108570,138
2501,17,21,13,2,0,1482,91
2502,798,131,82,0,1,2321,80
2503,29369,1009,1362,50,1,29018,140
2504,28092,237206,252,2094,58,30782,115
2505,39274,518,127,31,12,29825,138
2506,48955,153,982,4,2,4081,140
2507,58,21,100,1,54,176,65
2508,2708,295,87,12,0,25662,120
2509,3528,128,480,10,1,3859,140
2510,26,19,27,0,1463,218,140
2511,5226,533,980,7,1,5338,135
2512,5112,461,488,34,906,10363,139
2513,134,86,156,1,1,744,119
2514,109568,5803,198,133,906,133793,139
2515,92620,1509,3286,107,906,172647,139
2516,13782,914,187,21,4,45341,84
2517,7580,357,161,16,0,18755,86
2518,12399,573,502,37,54,23295,91
2519,3351,451,1076,15,0,8654,140
2520,43348,300,125,67,0,31196,125
2521,1436,4537,47,47,5,12197,100
2522,50788,315,506,7,58,14432,130
2523,3522,927,2435,21,351,7447,144
2524,42533,2920,1359,55,0,87009,131
2525,29282,738,1060,64,0,28792,42
2526,239,1376,10,39,0,41934,137
2527,14662,424,725,20,216,9247,140
2528,268630,928,168,184,58,116719,130
2529,1098,128,90,0,275,5953,100
2530,191700,1701,1202,141,0,174125,71
2531,2172,429,429,10,0,3933,139
2532,28847,5408,5716,189,0,152459,132
2533,3058,155,361,3,351,3006,144
2534,9075,912,1081,14,58,11937,130
2535,23,65,106,1,0,1271,114
2536,25195,1881,1147,28,58,20102,130
2537,188807,3619,4008,144,83,147218,140
2538,7716,871,1346,8,58,13035,130
2539,252001,1613,1359,103,42,103816,140
2540,38762,2689,2601,165,6,105870,140
2541,538,620,750,13,0,4161,86
2542,816,65,101,4,5,1728,140
2543,1105,148,471,3,0,1723,113
2544,2424,1119,1185,14,7,9065,127
2545,62899,2871,4998,87,0,116172,100
2546,5927,779,722,1,58,2668,130
2547,61,116,347,6,0,4226,138
2548,12399,573,502,37,1,23295,117
2549,3058,155,361,3,60,3006,126
2550,1,2399,254,121,58,91300,130
2551,462,48,121,4,1,1930,123
2552,12399,573,502,37,0,23295,111
2553,252001,1613,1359,103,51,103816,140
2554,2738,52,178,1,395,2752,137
2555,735,195,539,4,0,11733,95
2556,7288,1015,1566,15,0,10627,117
2557,484,90,148,1,58,445,130
2558,9338,894,404,35,28,43585,140
2559,37306,33102,1906,854,5,84555,131
2560,74261,1456,2177,30,51,57250,140
2561,7716,871,1346,8,1,13035,137
2562,43406,2087,3454,180,10,83456,78
2563,74261,1456,2177,30,54,57250,91
2564,2329,31,171,0,0,4909,85
2565,7492,239,529,13,0,4876,101
2566,6737,1235,3461,38,9,13587,140
2567,17247,1647,2323,285,4,285260,75
2568,13782,914,187,21,1,45341,114
2569,252001,1613,1359,103,2,103816,144
2570,329,109,146,0,27,850,101
2571,3058,155,361,3,198,3006,76
2572,3058,155,361,3,205,3006,140
2573,67,47,3,1,0,893,89
2574,191700,1701,1202,141,51,174125,140
2575,2291,351,970,40,0,2502,90
2576,19681,1645,904,62,0,52404,111
2577,64,4160,116,91,0,103603,138
2578,3058,155,361,3,145,3006,139
2579,62848,2435,1561,86,247,73629,139
2580,281,236,237,5,0,793,139
2581,7398,524,996,11,1,5938,140
2582,22924,3339,3365,27,0,15694,91
2583,7355,510,606,77,4,14662,96
2584,2998,560,263,6,0,6480,111
2585,31287,777,473,38,0,26416,90
2586,7398,524,996,11,0,5938,103
2587,315761,848,563,95,13,155195,121
2588,9922,918,480,21,83,29194,140
2589,575,78,293,1,58,495,130
2590,690,805,988,5,58,1167,130
2591,21,1648,1275,68,3,72303,136
2592,61,116,347,6,1,4226,53
2593,64,4160,116,91,0,103603,120
2594,679,171,44,17,1,7537,140
2595,3,15,35,1,0,540,110
2596,64,4160,116,91,0,103603,58
2597,54,313,334,1,58,5876,130
2598,191700,1701,1202,141,58,174125,130
2599,191700,1701,1202,141,5,174125,119
2600,2045,582,1159,3,200,1511,140
2601,201,52,84,2,0,703,138
2602,8533,870,1199,63,20,188605,108
2603,239,1376,10,39,0,41934,140
2604,816,65,101,4,58,1728,130
2605,441,351,592,2,0,217,101
2606,27139,244,336,18,7,14703,140
2607,7218,817,1087,59,0,34634,68
2608,85,174,199,3,0,3630,54
2609,143609,907,2100,78,28,135881,140
2610,56849,687,32,4,0,26323,137
2611,2825,561,1128,8,54,4855,91
2612,109568,5803,198,133,137,133793,140
2613,31586,828,3355,47,906,38243,139
2614,93680,1426,679,25,2,68869,140
2615,8309,364,324,3,1,18479,140
2616,30607,1731,1936,53,5,40032,119
2617,6393,137,217,4,51,5026,140
2618,74,240,241,12,0,2931,137
2619,3058,155,361,3,19,3006,140
2620,144,960,152,44,0,787,132
2621,42533,2920,1359,55,22,87009,109
2622,7288,1015,1566,15,83,10627,140
2623,3680,130,145,7,3,4063,74
2624,3058,155,361,3,35,3006,140
2625,144,1463,478,68,0,76021,114
2626,2282,504,996,73,3,27720,140
2627,165023,1378,802,220,2,114881,123
2628,135894,358,534,9,906,16261,139
2629,8,35007,2440,610,906,309998,139
2630,2422,881,1553,10,2,5301,138
2631,14619,18,472,7,3,14909,140
2632,3,46,54,0,1,2168,140
2633,1733,329,677,6,906,1368,139
2634,145,148,95,1,0,835,133
2635,79038,824,1361,143,58,55106,130
2636,28039,781,692,28,13,44316,121
2637,52325,189,619,12,124,40312,86
2638,1149,26,115,2,58,975,130
2639,191701,1701,1202,141,54,174125,91
2640,52325,189,619,12,207,40312,110
2641,52325,189,619,12,151,40312,130
2642,1513,98,171,4,395,2572,137
2643,663,230,764,10,0,6591,83
2644,3627,192,175,60,2,7050,131
2645,239,1376,10,39,1,41934,136
2646,2618,583,1202,10,0,4284,133
2647,328,104,244,1,0,1007,71
2648,31287,777,473,38,72,26416,115
2649,102,96,124,1,0,1529,140
2650,2172,429,429,10,0,3933,114
2651,139721,2217,4997,855,4,133084,80
2652,188807,3619,4008,144,145,147218,139
2653,5568,3027,2782,289,0,181531,62
2654,52325,189,619,12,109,40312,126
2655,2960,43,54,6,0,8785,109
2656,92621,24033,2562,361,4,102227,140
2657,3680,130,145,7,5,4063,139
2658,252001,1613,1359,103,16,103816,140
2659,4400,131,73,10,28,6802,140
2660,20,80,0,2,0,2912,133
2661,14662,424,725,20,0,9247,133
2662,21073,1012,707,19,24,29186,140
2663,798,131,82,0,0,2321,132
2664,51560,454,877,30,419,40808,133
2665,291,93,60,3,3,880,98
2666,239,1376,10,39,0,41934,138
2667,75096,1396,2213,58,0,26676,136
2668,2400,405,793,39,205,45327,140
2669,490875,2384,981,33,28,127122,140
2670,3680,130,145,7,10,4063,140
2671,50431,2362,3016,78,0,116901,81
2672,191701,1701,1202,141,4,174125,140
2673,29282,738,1060,64,1,28792,57
2674,24335,76,260,1,395,22293,137
2675,270088,4718,4707,254,0,236386,101
2676,169634,1407,789,127,54,120866,91
2677,14754,2787,306,51,351,157274,144
2678,2251,732,1253,13,0,2907,116
2679,239,1376,10,39,0,41934,139
2680,336,35303,204,88,0,55379,18
2681,1205,130,394,8,0,8972,127
2682,1129,264,357,1,0,5144,117
2683,348,471,285,15,0,9552,140
2684,169634,1407,789,127,145,120866,139
2685,23,65,106,1,0,1271,137
2686,1257,491,254,6,0,19231,74
2687,9847,179,292,6,0,26312,118
2688,61,116,347,6,0,4226,133
2689,27139,244,336,18,13,14703,140
2690,6555,529,1263,11,0,17776,126
2691,7288,1015,1566,15,2,10627,140
2692,2251,732,1253,13,2,2907,89
2693,2478,422,887,6,3,4101,118
2694,15584,685,1244,4,113,6308,98
2695,2565,222,251,6,611,3851,140
2696,3680,130,145,7,5,4063,140
2697,7654,903,1526,4,72,9421,115
2698,27587,290,580,8,0,12478,87
2699,334,75,108,2,42,415,140
2700,169,89,157,1,3,773,118
2701,679,171,44,17,0,7537,140
2702,3627,192,175,60,0,7050,127
2703,74342,3171,2387,80,0,45804,94
2704,18134,1266,1253,34,0,30066,139
2705,70723,76,198,14,298,31405,140
2706,143609,907,2100,78,137,135881,140
2707,7331,2115,1180,96,137,113780,140
2708,5568,3027,2782,289,0,181531,94
2709,1282,435,176,14,0,12960,122
2710,345,886,961,5,1,9240,98
2711,21,30,83,0,0,55,125
2712,9451,291,681,8,4,15546,124
2713,28274,1644,2428,32,16,63580,140
2714,20135,9913,3337,897,906,93026,139
2715,60990,1039,1386,37,0,106559,98
2716,36424,272,1152,14,0,18883,143
2717,3980,568,346,35,10,8508,140
2718,169722,1165,2414,71,31,117713,144
2719,11175,930,656,12,4,14618,124
2720,20907,553,29,35,145,57271,139
2721,8756,857,1959,37,90,28187,144
2722,3,46,54,0,0,2168,76
2723,2618,583,1202,10,0,4284,137
2724,6613,2426,280,33,90,6233,144
2725,4400,131,73,10,1,6802,133
2726,252001,1613,1359,103,4,103816,121
2727,5568,3027,2782,289,0,181531,95
2728,7648,131,307,1,90,19055,144
2729,3980,568,346,35,5,8508,139
2730,7492,239,529,13,0,4876,56
2731,270088,4718,4707,254,0,236386,123
2732,3256,75,336,1,0,2003,33
2733,2960,43,54,6,198,8785,76
2734,54,313,334,1,17,5876,112
2735,5016,489,127,13,90,8855,144
2736,1155,226,329,10,0,2137,112
2737,13823,1841,1624,48,28,19759,140
2738,17564,2449,40,146,16,249602,140
2739,62574,1971,1981,77,0,83774,140
2740,252001,1613,1359,103,10,103816,137
2741,27999,618,471,90,906,72937,139
2742,3894,94,12,4,1,10236,140
2743,70036,515,496,49,3,42801,90
2744,7053,564,946,8,5,21040,140
2745,76614,680,597,30,22,33173,128
2746,38542,614,395,20,205,35935,95
2747,2424,1119,1185,14,0,9065,120
2748,52755,1647,931,39,0,31070,66
2749,165023,1378,802,220,12,114881,138
2750,663,230,764,10,90,6591,144
2751,247,350,244,9,0,6041,131
2752,22924,3339,3365,27,1,15694,57
2753,12399,573,502,37,1,23295,72
2754,13,30,129,2,0,890,110
2755,4622,1574,1592,23,0,31354,135
2756,7654,903,1526,4,90,9421,144
2757,71468,2129,1987,133,17,87536,112
2758,2282,504,996,73,0,27720,123
2759,7288,1015,1566,15,22,10627,128
2760,149,810,406,406,0,701121,136
2761,0,1188,152,205,0,671856,130
2762,21943,275,180,14,1,15063,130
2763,3058,155,361,3,45,3006,140
2764,140780,13821,663,372,151,104897,130
2765,31586,828,3355,47,22,38243,128
2766,22955,316,84,7,1,11354,117
2767,8756,857,1959,37,58,28187,130
2768,922,1134,2116,149,3,38122,128
2769,7375,1002,1152,11,0,9019,66
2770,3110,290,1060,17,198,2044,76
2771,188807,3619,4008,144,351,147218,144
2772,74,240,241,12,0,2931,115
2773,140780,13821,663,372,124,104897,86
2774,21164,840,326,19,137,82734,140
2775,140780,13821,663,372,249,104897,49
2776,57171,43093,1793,1482,1,115682,54
2777,140780,13821,663,372,207,104897,110
2778,3844,314,760,10,0,6987,64
2779,0,15051,277,159,0,73032,87
2780,252001,1613,1359,103,0,103816,86
2781,1635,716,1011,10,90,2785,144
2782,75096,1396,2213,58,58,26676,130
2783,2983,78,71,2,90,3688,144
2784,0,8239,1966,215,0,21366,136
2785,347,33388,483,104,0,30115,87
2786,3058,155,361,3,91,3006,140
2787,100579,1458,317,36,395,218735,137
2788,82297,999,885,86,12,102052,135
2789,9583,370,430,7,22,7549,128
2790,146,301,445,4,327,4313,140
2791,3053,2573,716,370,906,134192,139
2792,1173,415,534,5,1066,5394,148
2793,4492,810,1512,6,8,12170,114
2794,6,19551,18665,325,0,52619,136
2795,3420,753,1215,3,22,3761,128
2796,7654,903,1526,4,3,9421,140
2797,398,313,249,70,0,7097,136
2798,43237,1455,280,43,0,75377,91
2799,10417,88,311,18,327,27365,140
2800,4557,1282,883,166,1,65462,140
2801,7288,1015,1566,15,90,10627,144
2802,718,66,4,2,54,739,140
2803,76614,680,597,30,90,33173,144
2804,4746,179,829,5,90,4510,144
2805,534,290,285,10,102,5084,144
2806,490875,2384,981,33,13,127122,121
2807,61,116,347,6,187,4226,127
2808,37065,769,953,30,1,30397,134
2809,36771,1919,3183,79,52,90075,132
2810,5568,3027,2782,289,0,181531,90
2811,18890,3500,3639,104,13,104966,121
2812,718,66,4,2,78,739,140
2813,2176,360,463,61,351,45597,144
2814,29282,738,1060,64,3,28792,103
2815,5568,3027,2782,289,0,181531,96
2816,55608,7618,4658,126,60,161131,126
2817,6907,400,1091,10,0,9893,73
2818,74165,216,158,5,22,5472,128
2819,140780,13821,663,372,298,104897,140
2820,145,148,95,1,0,835,132
2821,7588,429,324,3,22,8533,128
2822,37065,769,953,30,90,30397,144
2823,2960,43,54,6,0,8785,101
2824,77384,432,811,22,0,85068,37
2825,31643,540,749,24,0,59338,72
2826,19905,225,73,27,3,19952,103
2827,2176,360,463,61,419,45597,133
